PONumber,Quantity,Dollars,Freight,total_item_quantity,total_item_dollars,avg_receiving_delay
13309,72,634.08,3.42,106,833.84,6.1
12695,4356,100266.62,501.33,7675,52977.69,6.277504105090312
9585,82443,768199.19,3764.18,82443,768199.1900000001,6.008146639511201
12156,131,1180.83,5.79,131,1180.83,10.833333333333334
10046,351,5187.52,28.01,351,5187.52,9.142857142857142
12632,24,457.92,2.15,6581,53368.479999999996,9.167487684729064
12026,83,1837.83,9.37,83,1837.8300000000002,4.2727272727272725
12740,12,99.24,0.55,167,2255.14,9.166666666666666
8201,541,5544.89,303.7,541,5544.89,7.571428571428571
12361,23,490.36,2.5,25328,196908.29,7.925536992840096
12123,72,469.8,2.11,72,469.8,4.833333333333333
8757,7176,45925.35,215.85,7176,45925.35,8.021416803953871
12591,119,1314.88,6.97,483,6828.13,5.657894736842105
13605,18,69.12,0.37,3015,24370.78,7.663003663003663
10014,30005,413006.63,1982.43,30005,413006.63,5.00414293112377
10975,6,584.25,2.63,6,584.25,7.0
8341,383,3691.11,18.09,383,3691.11,8.823529411764707
10634,1977,27104.77,138.23,1977,27104.77,9.936416184971097
13571,10116,74714.55,366.1,18,69.12,7.5
8409,998,5245.55,25.7,998,5245.55,10.290697674418604
12833,141660,1660435.88,8468.22,84,751.2,10.857142857142858
12068,176,2377.74,12.6,176,2377.74,9.290322580645162
9995,24011,264567.56,1402.21,24011,264567.56,6.142427884615385
8601,69,1408.73,6.34,69,1408.73,5.928571428571429
8517,23217,335055.84,1708.78,23217,335055.84,9.35586319218241
11219,595,9474.84,45.48,595,9474.84,4.95
10274,4076,29317.46,155.38,4076,29317.46,7.049603174603175
11497,25431,216943.54,997.94,25431,216943.54,6.11792863359443
10073,75,998.7,5.39,75,998.7,6.428571428571429
10319,184,2426.48,12.86,184,2426.48,4.892857142857143
9419,12,258.96,1.29,12,258.96,9.5
12515,178,1763.28,8.64,160,2603.2,10.35
11130,5124,54370.86,282.73,5124,54370.86,10.155629139072847
11548,1523,40432.0,185.99,1523,40432.0,9.23021582733813
13234,1147,22409.16,112.05,652,7986.93,5.119047619047619
12052,5007,62477.19,293.64,5007,62477.19,10.043795620437956
12541,36,449.28,2.2,3704,29357.15,9.058319039451115
12828,262,2597.36,12.99,23769,354155.84,10.076923076923077
9733,12,125.4,0.69,12,125.4,12.0
11507,12,127.08,0.65,12,127.08,5.0
8362,92,1308.02,6.54,92,1308.02,7.294117647058823
11504,5236,35023.0,182.12,5236,35023.0,6.121890547263682
8774,4069,26388.9,126.67,4069,26388.9,6.962389380530974
9250,18,337.2,1.75,18,337.2,6.0
11145,28481,252879.8,1188.54,28481,252879.8,9.135376260667185
12054,24,464.88,2.32,24,464.88,10.0
8946,5,110.25,0.54,5,110.25,7.0
8199,6283,57738.64,1206.72,6283,57738.64,7.686868686868687
9127,310,2572.01,13.89,310,2572.01,10.727272727272727
11099,62128,535530.63,2731.21,62128,535530.63,6.216698841698841
10001,16679,227776.44,1138.88,16679,227776.44,5.062930186823992
10443,20,194.96,0.88,20,194.95999999999998,8.666666666666666
12952,204,1972.68,8.88,53,1163.65,8.88888888888889
9925,10491,78574.12,432.16,10491,78574.12,10.037833190025795
9169,24381,163113.82,799.26,24381,163113.82,7.069975589910496
10878,3343,63070.78,283.82,3343,63070.78,6.168674698795181
13221,130,3940.15,20.88,10565,69761.65,5.666208791208791
8265,42,423.18,2.12,42,423.18,5.5
12546,14014,364706.12,1714.12,29423,489553.08,9.070787110406762
12569,36,244.56,1.3,24,511.68,6.25
10304,82,1300.06,5.85,82,1300.06,5.214285714285714
13316,58,1256.48,5.78,24,63.599999999999994,4.0
13549,8851,76311.09,396.82,170,2328.94,5.233333333333333
12147,12,190.8,0.92,12,190.8,11.0
10359,95,768.27,3.84,95,768.27,7.75
11532,1,5.22,0.03,1,5.22,8.0
13275,106,3236.76,15.54,404,5801.33,8.783783783783784
8812,5664,43660.27,196.47,5664,43660.270000000004,9.969202898550725
8721,79259,596868.71,2805.28,79259,596868.71,9.033351409978309
11307,12978,101077.94,555.93,12978,101077.94,6.325224071702945
12323,4884,38841.06,209.74,8983,65056.55,10.099358974358974
12692,59,993.36,5.36,24,353.28,6.5
10114,33,629.64,3.46,33,629.64,5.166666666666667
13256,86,1894.1,8.71,11447,93092.84,9.094827586206897
11656,37017,256077.2,1408.42,37017,256077.2,9.083438685208597
13474,6140,15782.66,80.49,1314,14242.34,9.385185185185184
11540,1207,12242.43,64.88,1207,12242.43,8.467105263157896
8638,289,2242.58,11.66,289,2242.58,7.739130434782608
11412,2230,31334.3,150.4,2230,31334.3,5.200716845878136
13429,375,7221.99,37.55,72,1636.1999999999998,6.5
13201,84,1266.24,5.7,18,382.38,6.333333333333333
10998,11,392.81,1.92,11,392.81,4.0
8759,147,1092.12,4.91,147,1092.1200000000001,7.333333333333333
9700,77,883.42,4.77,77,883.4200000000001,6.25
11056,221,3181.44,15.27,221,3181.44,9.6
12485,102,1791.96,8.78,1605,11320.2,7.144927536231884
11675,629,6983.21,34.92,629,6983.21,7.864406779661017
12280,23,775.73,4.03,23,775.73,8.0
9186,225,2519.07,11.59,225,2519.07,7.3076923076923075
13087,36,407.28,2.0,120,947.52,7.7
8980,18,69.12,0.37,18,69.12,8.0
10025,4277,34488.69,186.24,4277,34488.69,10.023404255319148
10342,206,1726.97,8.98,206,1726.97,10.38888888888889
11313,1733,6087.05,29.83,1733,6087.05,4.963636363636364
10249,367,2886.85,14.43,367,2886.85,9.774193548387096
12268,1,13.38,0.06,1,13.38,9.0
11482,68,843.2,3.88,68,843.2,7.333333333333333
12491,11794,70659.89,339.17,5540,37612.3,6.040925266903915
12979,5,30.8,0.14,1661,17138.489999999998,8.181159420289855
8329,144,1144.2,6.18,144,1144.2,9.272727272727273
13090,80,1279.73,6.91,8712,68208.91,7.4186550976138825
8616,431,5887.48,30.03,431,5887.4800000000005,10.085714285714285
11351,2109,24742.39,131.13,2109,24742.39,9.25531914893617
8159,16075,185155.6,4613.45,16075,185155.6,9.61111111111111
9311,9257,90775.1,472.03,9257,90775.1,5.077762619372442
9241,66,514.2,2.78,66,514.2,8.142857142857142
11825,17937,203663.44,1099.78,17937,203663.44,5.470192307692308
13630,4524,33898.28,176.27,12,183.96,4.0
8846,187,2640.29,13.73,187,2640.29,8.61111111111111
12136,808,8922.1,41.93,808,8922.1,5.647887323943662
8754,10,229.54,1.03,10,229.54,7.0
11514,12567,153198.11,811.95,12567,153198.11,5.051578137028484
11662,139,978.23,4.6,139,978.23,9.444444444444445
12827,1161,4762.75,23.34,129,1024.83,5.285714285714286
10562,15867,201369.32,906.16,15867,201369.32,8.983541803818301
8209,48,490.08,2.5,48,490.08,9.5
9857,553,3354.88,15.43,553,3354.88,7.930232558139535
8931,1,6.47,0.03,1,6.47,8.0
9810,6348,145177.66,798.48,6348,145177.66,5.129310344827586
10432,4141,31392.33,166.38,4141,31392.33,10.2117202268431
12790,99,1610.73,7.73,10012,100888.94,6.1185840707964605
10384,56393,573709.39,2811.18,56393,573709.39,7.009491903964266
9718,3,233.76,1.26,3,233.76,12.0
11779,114,1603.98,7.38,114,1603.98,7.6
10556,242,1574.83,7.09,242,1574.83,8.869565217391305
8405,811,4627.96,24.53,811,4627.96,9.873239436619718
12082,66,1849.62,9.62,66,1849.62,7.3076923076923075
9789,2048,15868.5,73.0,2048,15868.5,6.075342465753424
12891,39439,274501.02,1317.6,523,3803.7999999999997,5.951612903225806
8477,236,1297.48,6.62,236,1297.48,6.2
10402,204,2334.84,12.14,204,2334.84,6.421052631578948
9828,66,552.72,2.6,66,552.72,10.375
8928,48620,420607.81,2018.92,48620,420607.81,9.058805970149253
10306,6019,59408.06,326.74,6019,59408.06,6.42023346303502
9779,152,1551.92,8.54,152,1551.92,7.090909090909091
9238,2525,21473.87,118.11,2525,21473.87,9.182481751824817
9943,26,386.44,1.78,26,386.44,9.0
8864,284,1637.53,8.19,284,1637.53,7.235294117647059
8435,95,3011.7,15.36,95,3011.7000000000003,8.0
8284,22,419.76,2.01,22,419.76,6.0
9634,75,562.92,2.87,75,562.9200000000001,10.75
9876,2062,24547.02,127.64,2062,24547.02,8.11111111111111
11539,7511,154239.69,786.62,7511,154239.69,9.969278033794163
8697,147,1333.24,6.27,147,1333.24,4.3
10617,32053,213856.59,1133.44,32053,213856.59,5.081778606965174
12489,6,129.48,0.58,12,64.32,6.0
13215,3427,78518.35,376.89,10182,110269.65,5.739837398373984
11490,12,124.8,0.66,12,124.8,5.0
8771,182,1916.42,10.16,182,1916.42,7.6
11117,703,7550.38,37.0,703,7550.38,5.137254901960785
12939,2819,28204.68,138.2,27897,215466.88,9.968197879858657
10243,6527,48025.57,220.92,6527,48025.57,8.950930626057529
12372,1436,11480.91,60.85,9817,78854.75,6.92987012987013
9016,6,214.26,1.09,6,214.26,9.0
8528,102,2766.22,12.45,102,2766.22,9.61111111111111
11727,1093,6942.48,34.02,1093,6942.4800000000005,4.892857142857143
12464,6494,81354.85,439.32,12,52.08,9.0
11267,64,555.56,2.56,64,555.5600000000001,9.166666666666666
9731,3058,27659.46,152.13,3058,27659.46,9.96551724137931
9294,2671,43603.15,218.02,2671,43603.15,6.019354838709678
9437,8947,78743.76,417.34,8947,78743.76,9.261127596439168
13013,40110,280772.04,1516.17,23,438.84000000000003,5.75
9239,73,622.5,3.05,73,622.5,9.555555555555555
11948,111,1611.94,8.7,111,1611.94,10.4
13320,18580,106340.09,552.97,116065,1049079.36,5.127269018967978
10225,106,3161.11,15.17,106,3161.11,11.0
10572,23911,205208.05,1087.6,23911,205208.05,7.970531400966183
10490,105,1391.7,7.65,105,1391.7,7.333333333333333
9919,98001,900613.12,4052.76,98001,900613.12,9.993324432576769
13284,164,2641.01,12.94,60,363.72,8.0
12247,191,2693.56,14.01,191,2693.56,5.242424242424242
12131,291,4176.27,22.97,291,4176.2699999999995,5.085106382978723
13311,4994,36072.71,198.4,201,1273.07,6.318181818181818
12414,467,6309.46,32.18,540,8499.6,11.352941176470589
12511,95,1508.19,7.54,530,6447.9,4.735294117647059
11440,36,242.16,1.14,36,242.16,9.666666666666666
9418,58,846.99,4.07,58,846.99,9.0
9477,33887,205379.19,1088.51,33887,205379.19,6.997307692307692
11730,17998,242967.77,1190.54,17998,242967.77,10.086753731343284
8134,3008,21379.98,571.07,3008,21379.98,11.643410852713178
10732,24,264.24,1.37,24,264.24,5.0
13641,36,342.48,1.75,30817,322230.77,4.842130518234165
13368,30,572.4,2.63,7447,49281.22,8.995827538247566
11897,10721,68821.14,344.11,10721,68821.14,7.065613608748481
9320,80495,604197.73,2900.15,80495,604197.73,9.94949494949495
9001,72,638.16,3.0,72,638.16,4.333333333333333
9580,2227,15456.36,71.1,2227,15456.36,6.8881578947368425
9421,100,1407.0,7.46,100,1407.0,10.333333333333334
10913,1199,7441.54,33.49,1199,7441.54,6.268656716417911
8333,4319,29047.82,142.33,4319,29047.82,8.89598108747045
10907,36,165.24,0.91,36,165.24,6.666666666666667
11949,5776,48731.15,229.04,5776,48731.15,9.963800904977376
10521,114,3053.6,14.96,114,3053.6,5.0
10297,1417,14106.33,73.35,1417,14106.33,6.0
10245,651,7145.77,37.16,651,7145.7699999999995,9.0
11742,2737,26896.58,134.48,2737,26896.579999999998,10.130044843049328
9164,12,31.44,0.14,12,31.44,7.0
9545,5830,35695.06,189.18,5830,35695.06,9.00376647834275
12494,518,7476.53,41.12,3995,37894.44,6.005479452054795
12080,5526,51407.12,282.74,5526,51407.12,8.288321167883211
12562,49996,516889.13,2532.76,508,3875.56,7.766666666666667
9075,6,119.94,0.66,6,119.94,6.0
9227,6199,37825.11,208.04,6199,37825.11,10.119929453262786
9351,279,2715.34,12.49,279,2715.34,8.222222222222221
10923,824,11445.3,59.52,824,11445.3,10.613636363636363
10371,101,751.44,3.83,101,751.44,8.4
13431,6181,108698.79,543.49,2208,31893.48,5.404761904761905
11521,1000,6294.46,28.33,1000,6294.46,4.797101449275362
12410,72,347.04,1.56,319,1952.28,5.476190476190476
9685,69,1014.3,5.07,69,1014.3000000000001,7.0
9187,153,1285.12,6.81,153,1285.12,6.076923076923077
10239,46,748.42,3.82,46,748.4200000000001,8.25
9021,3808,31057.88,164.61,3808,31057.88,10.355
13161,15585,129511.53,673.46,284,2317.57,8.666666666666666
12851,12,52.08,0.26,6806,62850.62,9.175925925925926
8726,30787,337443.53,1720.96,30787,337443.52999999997,9.043798785776236
9373,22760,151855.6,728.91,22760,151855.6,6.027534418022528
8690,1826,29418.76,144.15,1826,29418.76,4.979695431472082
13132,8709,65282.07,352.52,16459,94940.0,5.377414561664191
8502,49,919.31,4.14,49,919.31,11.0
12228,246,2489.04,11.7,246,2489.04,5.833333333333333
11567,36,767.52,3.53,36,767.52,8.4
11462,2437,78939.96,434.17,2437,78939.95999999999,8.019704433497537
11075,296,3570.15,17.14,296,3570.15,8.074074074074074
8818,2161,45294.61,235.53,2161,45294.61,10.088372093023256
12132,12,110.88,0.6,12,110.88,4.0
9140,48908,414544.2,1865.45,48908,414544.2,9.03448275862069
11192,1719,22720.62,115.88,1719,22720.62,6.161971830985915
10652,12,101.88,0.46,12,101.88,9.0
11528,43319,295020.92,1386.6,43319,295020.92,10.114595545134819
9909,3006,31458.07,169.87,3006,31458.07,5.288888888888889
8780,86,1410.98,7.62,86,1410.98,5.625
9982,24,153.0,0.73,24,153.0,7.5
9836,1129,11642.76,55.89,1129,11642.76,9.0
10895,16,381.44,1.75,16,381.44,6.0
8770,1482,40949.15,225.22,1482,40949.15,7.25748502994012
9997,36,420.36,2.1,36,420.36,6.0
12904,2094,36408.66,189.33,36,776.8799999999999,6.0
13501,124996,1104187.97,4968.85,24,283.2,7.0
9715,276,2960.7,15.1,276,2960.7,4.696969696969697
12097,123,1099.76,5.94,123,1099.76,7.666666666666667
10410,3077,21831.45,117.89,3077,21831.45,6.0636363636363635
8121,6,133.26,10.59,6,133.26,12.0
12911,81,1060.2,5.41,238,3235.26,5.086956521739131
11207,1194,5749.24,28.17,1194,5749.24,6.202898550724638
11990,87,1314.63,7.23,87,1314.6299999999999,7.444444444444445
11513,13,104.49,0.49,13,104.49,5.5
11340,12,116.76,0.63,12,116.76,11.0
12006,8817,94013.6,423.06,8817,94013.6,7.067695961995249
11445,2040,16612.74,88.05,2040,16612.739999999998,9.2265625
12528,9578,113515.1,590.28,50,391.58000000000004,8.75
11119,5849,38085.47,198.04,5849,38085.47,5.183050847457627
9133,5,225.15,1.15,5,225.15,7.0
9117,48,383.64,2.07,48,383.64,10.75
10370,3451,80471.96,418.45,3451,80471.96,8.055555555555555
8984,12,120.72,0.59,12,120.72,8.0
11696,14529,73209.5,380.69,14529,73209.5,7.100090171325519
8250,24,104.1,0.57,24,104.10000000000001,9.0
10166,14,298.88,1.64,14,298.88,10.0
12371,10828,103372.76,547.88,5083,33807.45,7.096629213483146
11050,551,3391.64,18.31,551,3391.64,9.465116279069768
8800,36221,293274.0,1613.01,36221,293274.0,5.017604418363825
8686,203,1705.23,8.53,203,1705.23,6.176470588235294
8609,22766,323620.48,1650.46,22766,323620.48,10.034890965732087
13619,289,2088.68,10.86,6692,59479.25,6.973913043478261
8115,2398,20861.33,633.9,2398,20861.329999999998,12.513513513513514
11339,17104,99995.96,529.98,17104,99995.96,10.265405143134402
11545,11835,120191.38,637.01,11835,120191.38,9.046583850931677
8850,316,4503.53,20.72,316,4503.53,8.325
12884,204,1271.53,6.74,36,257.04,8.0
11299,311,2678.49,13.12,311,2678.49,5.592592592592593
11956,42361,238235.98,1167.36,42361,238235.98,8.997744118594909
8358,11443,138035.44,690.18,11443,138035.44,6.971465629053178
9335,253,3581.66,17.91,253,3581.66,9.333333333333334
13544,201,2993.96,15.27,240,3955.44,4.55
11370,9603,71478.74,343.1,9603,71478.74,8.209859154929578
8997,22,154.18,0.82,22,154.18,6.5
11827,34618,207108.42,994.12,34618,207108.42,5.005854177754125
10151,6,84.3,0.39,6,84.3,9.0
11920,18120,257530.21,1184.64,18120,257530.21,5.053511705685619
11819,3341,28650.31,143.25,3341,28650.31,5.044052863436123
11246,58073,383324.02,2031.62,58073,383324.02,9.163926380368098
11721,92,822.32,4.44,92,822.32,5.666666666666667
12683,64,823.69,4.12,6205,42926.41,6.845794392523365
9446,810,7663.42,42.15,810,7663.42,9.017241379310345
8805,20302,271024.21,1273.81,20302,271024.21,4.9937067337948395
12954,10083,78909.14,410.33,410,5482.7,9.047619047619047
12706,3498,27987.02,131.54,12,183.96,4.0
10700,99841,982423.13,4420.9,99841,982423.13,5.993562231759657
8222,144,1666.44,7.67,144,1666.44,8.666666666666666
10548,5,95.4,0.46,5,95.4,11.0
12647,213,1780.1,9.61,5355,49673.54,9.11111111111111
11815,1510,15023.23,72.11,1510,15023.23,6.159090909090909
12613,176,1274.2,5.73,5767,54641.1,5.0
11689,1087,33902.94,159.34,1087,33902.94,7.214285714285714
10507,130,957.26,4.31,130,957.2600000000001,6.5
11715,14,267.12,1.23,14,267.12,6.0
10592,6506,47609.6,233.29,6506,47609.6,7.168399168399168
10903,3063,20194.3,96.93,3063,20194.3,6.290123456790123
8242,3983,30967.52,145.55,3983,30967.52,7.707920792079208
12495,5540,37612.3,173.02,157,881.87,6.2
10538,1302,14568.21,80.13,1302,14568.21,10.0
9946,48,1014.24,4.56,48,1014.24,9.333333333333334
10778,28926,395672.81,1899.23,28926,395672.81,6.555743243243243
12823,95,2034.9,11.19,9383,69321.58,4.958466453674121
8624,28907,198720.32,993.6,28907,198720.32,8.951476077366813
8200,1393,10819.92,317.76,1393,10819.92,7.714285714285714
11352,205,6457.39,29.7,205,6457.39,8.2
12444,1538,14216.19,66.82,225,3251.36,9.409090909090908
10509,4077,38571.89,177.43,4077,38571.89,6.224719101123595
13326,666,8188.15,43.4,27271,219723.81,5.216240466576941
10026,19243,150382.46,706.8,19243,150382.46,9.979988882712618
8273,5696,49644.13,243.26,5696,49644.13,5.8355263157894735
10337,44015,195303.95,1035.11,44015,195303.95,10.147616606868272
12459,77,1510.08,7.1,7712,62424.0,7.888888888888889
11045,256,2612.92,12.28,256,2612.92,10.357142857142858
13497,54,943.26,4.81,2267,21832.62,8.283720930232558
9319,521,4340.54,20.83,521,4340.54,9.797101449275363
8687,134,756.66,3.78,134,756.66,5.7272727272727275
12285,1066,9910.15,54.51,1066,9910.15,8.125
12183,221,3018.8,13.58,221,3018.8,8.162162162162161
8936,379,1644.95,8.72,379,1644.95,9.0
12378,63,1384.83,7.06,23153,240575.85,7.048492791612058
13247,94,829.16,3.98,6713,52709.69,10.17960088691796
10600,308,3213.28,17.03,308,3213.28,6.029411764705882
10631,129,1015.35,4.87,129,1015.35,5.2727272727272725
12362,25279,317797.37,1430.09,1719,40311.82,8.090395480225988
8828,988,9805.88,49.03,988,9805.88,9.351851851851851
13494,4957,39892.16,195.47,11593,80886.6,8.141471301535974
10557,31566,184311.59,939.99,31566,184311.59,9.022811671087533
8836,18,642.78,3.02,18,642.78,7.666666666666667
8743,777,8917.99,48.16,777,8917.99,8.525423728813559
9629,154,2199.06,10.78,154,2199.06,10.11111111111111
13117,2681,31651.7,161.42,812,8680.63,6.072463768115942
12810,42,396.9,1.87,14,90.64,5.0
9877,21416,169623.82,915.97,21416,169623.82,7.054398148148148
10737,69,897.48,4.85,69,897.48,9.2
12286,6,79.62,0.36,6,79.62,8.0
8474,76,1069.32,5.56,76,1069.32,5.6923076923076925
9453,42,920.04,4.69,42,920.04,8.25
8372,96,958.38,5.08,96,958.38,7.0
12894,10509,115319.46,553.53,504,6579.53,6.384615384615385
12001,12,258.96,1.27,12,258.96,6.0
9756,687,6872.48,37.8,687,6872.4800000000005,7.868421052631579
10782,761,10482.25,54.51,761,10482.25,6.296296296296297
11273,140,1046.68,5.76,140,1046.68,8.583333333333334
12409,1719,40311.82,189.47,118,1714.08,5.0476190476190474
12953,33116,277542.68,1387.71,40110,280772.04,9.016415500538214
13518,50732,345663.73,1832.02,36745,258401.02,7.120936280884266
8404,597,6531.89,32.66,597,6531.89,10.525423728813559
9843,120,1740.38,8.01,120,1740.38,8.842105263157896
9886,312,3050.86,13.73,312,3050.86,6.229166666666667
8437,2537,20426.54,100.09,2537,20426.54,7.992307692307692
8119,12,196.92,0.93,12,196.92,13.0
8814,26,175.87,0.93,26,175.87,12.0
12704,15823,183306.43,953.19,5667,35255.78,6.08141592920354
10109,22410,169401.23,779.25,22410,169401.23,4.996841440303221
11054,538,8295.51,39.82,538,8295.51,9.661538461538461
8299,172,2644.78,13.49,172,2644.78,4.862068965517241
8910,96,3633.29,17.8,96,3633.29,5.285714285714286
9576,36,238.8,1.17,36,238.8,8.333333333333334
13398,7165,53783.95,247.41,10146,237216.66,7.162269129287599
12741,24258,204965.35,942.84,24,471.84000000000003,8.0
13470,4160,34547.79,183.1,320,10237.85,9.724137931034482
9724,5231,37130.96,185.65,5231,37130.96,10.183127572016462
8432,4286,63009.21,321.35,4286,63009.21,9.124324324324323
10479,6,84.3,0.43,6,84.3,6.0
8991,126,907.47,4.63,126,907.47,6.3
10626,1257,10415.75,52.08,1257,10415.75,5.026143790849673
11577,36444,303351.66,1638.1,36444,303351.66,8.005413385826772
9482,5708,45570.33,227.85,5708,45570.33,6.832967032967033
8496,58,473.82,2.18,58,473.82,6.2
10955,336,2854.28,14.27,336,2854.2799999999997,7.9
12159,9724,109937.02,604.65,9724,109937.02,10.27807486631016
11674,7266,56944.29,261.94,7266,56944.29,8.029776674937965
10709,1579,13007.52,67.64,1579,13007.52,6.023255813953488
13591,210,4659.54,25.16,12486,77135.56,9.003389830508475
12384,298,2662.68,13.05,9028,195109.0,5.768370607028754
11641,676,4219.93,23.21,676,4219.93,9.867924528301886
8930,12337,82976.16,398.29,12337,82976.16,8.95486111111111
12635,32736,474904.53,2374.52,40794,278149.5,9.101661129568106
12144,164,2637.26,13.71,164,2637.26,9.421052631578947
8282,6780,40265.24,197.3,6780,40265.24,5.969650986342944
10219,16000,228600.79,1257.3,16000,228600.79,5.579501385041551
9101,56,496.56,2.43,56,496.56,6.0
12549,5767,54641.1,262.28,30,642.18,10.4
8144,412,4821.83,177.5,412,4821.83,10.545454545454545
9406,72,322.56,1.68,72,322.56,4.0
9244,161,1510.69,6.95,161,1510.69,7.846153846153846
10696,73,1605.33,8.67,73,1605.3300000000002,6.0
9670,10313,68825.97,378.54,10313,68825.97,8.202220923436586
12872,4027,29835.81,158.13,921,8046.58,8.180555555555555
13503,12,124.56,0.69,3387,25651.3,7.160194174757281
9118,43098,404299.74,1900.21,43098,404299.74,10.047102572048342
11893,295,2230.67,11.15,295,2230.67,7.133333333333334
12608,3704,29357.15,146.79,9646,87332.03,5.018376722817764
10386,636,7386.85,33.98,636,7386.85,7.166666666666667
8357,94,800.22,4.16,94,800.22,7.625
11771,370,3640.18,18.2,370,3640.18,7.967741935483871
11655,34,403.4,1.9,34,403.40000000000003,9.0
10877,721,7524.75,34.61,721,7524.75,6.111111111111111
10142,5,105.71,0.57,5,105.71,11.666666666666666
10003,30,258.36,1.27,30,258.36,5.0
10666,19012,265744.08,1222.42,19012,265744.08,8.00303720577069
12152,1,16.41,0.08,1,16.41,11.0
12339,23153,240575.85,1154.76,12,94.08,9.0
10914,310,2607.58,13.3,310,2607.58,6.05
13352,36,463.56,2.32,30,572.4,9.6
9926,3906,39017.2,187.28,3906,39017.200000000004,9.988439306358382
10971,24220,360832.0,1768.08,24220,360832.0,7.193283582089553
11375,394,3298.71,18.14,394,3298.71,8.529411764705882
11209,73,1632.69,7.35,73,1632.69,5.538461538461538
9587,23,496.34,2.48,23,496.34,5.75
12934,4232,33576.8,177.96,22,173.58,9.5
13198,76,1188.9,5.47,1611,14704.84,6.769230769230769
8319,5024,40163.56,180.74,5024,40163.56,10.229885057471265
8623,1480,16830.31,85.83,1480,16830.31,9.294117647058824
10667,60,917.52,4.86,60,917.52,8.4
8211,56,1745.29,9.08,56,1745.29,10.2
11991,3648,66955.94,361.56,3648,66955.94,7.9443099273607745
11468,156,1166.15,6.3,156,1166.15,8.133333333333333
11510,2136,27183.37,138.64,2136,27183.37,5.118918918918919
10291,64829,472866.46,2364.33,64829,472866.46,6.211433046202036
11486,96,950.04,4.56,96,950.04,6.375
10055,2237,19048.63,97.15,2237,19048.63,8.097995545657016
12071,528,4064.76,19.1,528,4064.76,8.162162162162161
12259,15,108.36,0.52,15,108.36,8.333333333333334
12690,46302,388867.55,1905.45,32736,474904.53,6.137970353477765
8415,5329,33618.19,174.81,5329,33618.19,10.074652777777779
10699,789,10809.35,58.37,789,10809.35,6.610169491525424
11148,276,10825.89,49.8,276,10825.89,8.227272727272727
12466,280,2798.6,14.55,203,2998.95,6.8
11620,120,1490.88,7.75,120,1490.88,6.0
9028,24956,373558.63,1718.37,24956,373558.63,10.022333891680626
9750,222,2497.88,12.99,222,2497.88,8.75
8192,385,3506.41,146.86,385,3506.41,7.571428571428571
11848,42,801.36,4.01,42,801.36,10.142857142857142
8716,53,272.52,1.31,53,272.52,10.666666666666666
8328,48,416.4,2.17,48,416.4,8.75
12757,1499,41198.14,201.87,1656,11774.14,8.413793103448276
9790,1180,12022.41,61.31,1180,12022.41,6.324561403508772
13001,106,2797.66,14.83,114,1106.52,6.583333333333333
12761,60,528.6,2.75,129,929.85,8.454545454545455
8617,393,3209.33,15.4,393,3209.33,10.787878787878787
11502,60,402.24,2.21,60,402.24,5.8
11122,1392,6048.21,29.03,1392,6048.21,5.378378378378378
10846,12,297.96,1.37,12,297.96,7.0
8823,187,974.49,4.58,187,974.49,9.823529411764707
12648,13,282.01,1.44,3419,30266.13,9.223255813953488
9136,134,2241.06,10.31,134,2241.06,9.1
12836,5045,37176.59,174.73,71,1564.8400000000001,10.166666666666666
10872,3530,31974.56,172.66,3530,31974.56,6.1946902654867255
13322,24,385.2,1.73,81,671.49,4.0
9532,187,1534.78,8.44,187,1534.78,9.785714285714286
9563,891,13771.87,61.97,891,13771.87,7.161538461538462
10594,188,1334.65,7.07,188,1334.65,6.857142857142857
8636,24,193.32,0.95,24,193.32,9.5
10099,617,19998.97,97.99,617,19998.97,5.2073170731707314
13065,6433,48779.12,224.38,5026,108140.5,9.360721442885772
10437,314,2710.4,14.64,314,2710.4,10.5
8343,3716,33078.04,168.7,3716,33078.04,8.06637168141593
10713,6263,9758.8,49.77,6263,9758.8,5.806451612903226
13251,72,1141.6,5.37,58,1256.48,10.0
10972,30355,242891.28,1238.75,30355,242891.28,7.169261477045908
12864,1446,12992.81,66.26,177,1707.06,8.157894736842104
10675,8927,79776.63,398.88,8927,79776.63,7.982008995502249
9172,4977,36173.12,191.72,4977,36173.12,6.988857938718663
12642,107,979.79,5.39,172,2707.57,9.11111111111111
8867,20226,133269.51,693.0,20226,133269.51,6.978695073235686
11835,6,214.26,1.11,6,214.26,12.0
9518,6,214.26,1.11,6,214.26,10.0
8381,292,5236.22,26.7,292,5236.22,6.71875
11436,106,936.8,4.87,106,936.8,9.666666666666666
11978,38326,404105.96,2101.35,38326,404105.96,7.99176276771005
11731,153,4643.38,20.9,153,4643.38,10.214285714285714
13450,19,260.11,1.43,24,189.36,9.5
11164,314,2176.35,9.79,314,2176.35,8.576923076923077
11642,148,3837.86,18.81,148,3837.86,9.238095238095237
8375,59,1732.24,8.49,59,1732.24,6.0
10734,1985,29857.78,164.22,1985,29857.78,9.642570281124499
10282,618,6030.63,32.57,618,6030.63,6.984848484848484
12479,544,7295.82,36.48,305,1866.6,7.176470588235294
12061,1,17.0,0.09,1,17.0,13.0
9173,9426,96735.15,503.02,9426,96735.15,7.0930888575458395
9927,37,821.77,4.44,37,821.77,9.25
8942,16693,203870.81,1039.74,16693,203870.81,9.060629921259842
12901,238,3235.26,15.85,81,1060.2,5.75
